event-id,visible,timestamp,location-long,location-lat,acceleration-raw-x,acceleration-raw-y,acceleration-raw-z,algorithm-marked-outlier,external-temperature,flt:switch,gps:hdop,gps:maximum-signal-strength,gps:satellite-count,ground-speed,gsm:mcc-mnc,heading,height-above-ellipsoid,import-marked-outlier,location-error-numerical,tag-voltage,transmission-timestamp,vertical-error-numerical,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
3036939221,true,2017-05-13 08:23:25.000,-1.79727,51.06527,-3.90234375,4.078125,-2.91796875,,27.8,0,,,6,0.6584888888888888,13861946,184.32,172.0,,187.9,3720.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939223,true,2017-05-13 10:27:59.000,-1.79710833333,51.0647983333,-3.111328125,4.125,-5.91796875,,28.5,0,,,6,0.4938666666666666,13861663,35.84,189.0,,52.3,3720.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939224,true,2017-05-13 11:28:50.000,-1.79722333333,51.06521,-5.724609375,4.125,5.3203125,,28.4,0,,,6,1.4816,13861910,2.56,133.0,,117.9,3730.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939225,true,2017-05-13 12:31:27.000,-1.79733333333,51.064635,-3.5859375,4.318359375,1.55859375,,32.1,0,,,5,0.1646222222222222,13861565,215.04,179.0,,149.6,3720.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939226,true,2017-05-13 13:32:12.000,-1.797365,51.0647966667,-4.564453125,4.40625,5.3203125,,34.4,0,,,5,,13861662,353.28,158.0,,104.2,3750.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939228,true,2017-05-13 15:36:24.000,-1.797915,51.0647666667,2.3671875,4.03125,-4.41796875,,26.6,0,,,5,0.1646222222222222,13861644,74.24,50.0,,167.8,3800.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939229,true,2017-05-13 16:37:35.000,-1.797135,51.064345,-2.267578125,4.21875,1.58203125,,30.1,0,,,5,0.4938666666666666,13861391,30.72,207.0,,149.6,3820.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939230,true,2017-05-13 17:39:07.000,-1.797775,51.0650633333,3.4453125,4.037109375,3.046875,,26.3,0,,,4,0.8231111111111111,13861822,286.72,73.0,,322.7,3800.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939231,true,2017-05-13 18:40:52.000,-1.79739666667,51.064895,-5.783203125,3.990234375,-2.953125,,25.8,0,,,5,0.9877333333333332,13861721,273.92,132.0,,234.3,3800.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939233,true,2017-05-13 20:45:40.000,-1.797375,51.064735,-4.458984375,4.03125,0.08203125,,26.0,0,,,6,,13861625,5.12,160.0,,117.9,3790.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3036939234,true,2017-05-13 23:51:41.000,-1.79731,51.064945,-5.126953125,3.84375,-4.41796875,,22.6,0,,,6,1.1523555555555556,13861751,7.68,146.0,,149.6,3780.0,2017-05-13 23:53:06.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051046,true,2017-05-14 02:54:10.000,-1.79728,51.0649,-1.986328125,3.65625,3.83203125,,18.3,0,,,5,0.3292444444444444,13861724,291.84,213.0,,133.0,3760.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051049,true,2017-05-14 08:01:40.000,-1.79757833333,51.0649283333,-5.3671875,3.84375,1.58203125,,22.1,0,,,4,0.6584888888888888,13861741,222.72,141.0,,149.6,3770.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051050,true,2017-05-14 09:02:59.000,-1.79699,51.0650433333,5.42578125,3.9375,-4.41796875,,24.6,0,,,6,0.1646222222222222,13861810,66.56,115.0,,149.6,3760.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051051,true,2017-05-14 10:04:44.000,-1.79709833333,51.064865,-4.9453125,4.833984375,3.046875,,43.3,0,,,3,0.3292444444444444,13861703,122.88,150.0,,104.2,3800.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051052,true,2017-05-14 11:06:13.000,-1.79748833333,51.0649566667,-4.939453125,4.271484375,-3.703125,,31.7,0,,,3,,13861758,,150.0,,70.2,3880.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051053,true,2017-05-14 12:07:54.000,-1.83881,51.0700616667,5.3671875,4.177734375,-3.703125,,29.7,0,,,4,0.1646222222222222,13864821,261.12,114.0,,104.2,3930.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051054,true,2017-05-14 13:09:04.000,-1.83935666667,51.0726933333,5.89453125,4.171875,3.08203125,,29.3,0,,,4,0.3292444444444444,13866400,84.48,125.0,,60.8,3970.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051055,true,2017-05-14 14:10:29.000,-1.83847,51.0832583333,-3.80859375,4.453125,-2.91796875,,35.8,0,,,7,0.8231111111111111,13872739,197.12,174.0,,70.2,3970.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051056,true,2017-05-14 15:12:57.000,-1.79692833333,51.0646866667,0.0703125,4.130859375,5.30859375,,28.4,0,,,4,2.9632,13861596,125.44,257.0,,187.9,3950.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051058,true,2017-05-14 17:17:29.000,-1.79693833333,51.0648983333,-4.83984375,4.125,0.83203125,,28.1,0,,,6,0.3292444444444444,13861723,140.8,152.0,,80.5,3970.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051059,true,2017-05-14 18:18:06.000,-1.79686,51.064875,-4.51171875,4.03125,-5.1796875,,26.6,0,,,6,1.1523555555555556,13861709,112.64,159.0,,91.8,3970.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3043051060,true,2017-05-14 19:23:23.000,-1.79727666667,51.0649866667,-5.080078125,3.9375,4.5703125,,24.4,0,,,5,,13861776,84.48,147.0,,70.2,3950.0,2017-05-14 19:24:28.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568614,true,2017-05-14 20:27:51.000,-1.79731833333,51.06472,-3.9609375,4.083984375,-1.44140625,,27.9,0,,,5,0.1646222222222222,13861616,192.0,171.0,,210.0,3920.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568615,true,2017-05-14 23:31:19.000,-1.79729333333,51.0650116667,5.888671875,4.037109375,5.30859375,,26.4,0,,,5,,13861791,204.8,125.0,,290.3,3920.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568616,true,2017-05-15 02:34:38.000,-1.79748333333,51.0650216667,-4.283203125,4.083984375,4.55859375,,27.4,0,,,5,0.1646222222222222,13861797,23.04,164.0,,210.0,3900.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568617,true,2017-05-15 05:36:21.000,-1.79733333333,51.0645583333,-3.01171875,3.802734375,-5.953125,,21.5,0,,,4,3.2924444444444445,13861519,317.44,191.0,,104.2,3890.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568619,true,2017-05-15 07:41:07.000,-1.79720666667,51.0646083333,-3.2578125,3.802734375,-5.953125,,21.5,0,,,5,0.8231111111111111,13861549,148.48,186.0,,290.3,3870.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568620,true,2017-05-15 08:41:59.000,-1.79699333333,51.06512,0.181640625,3.75,-3.6796875,,20.7,0,,,5,0.3292444444444444,13861856,204.8,515.0,,167.8,3880.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568621,true,2017-05-15 09:42:42.000,-1.83910666667,51.0830216667,5.9765625,3.84375,-5.1796875,,22.6,0,,,6,0.6584888888888888,13872597,261.12,127.0,,80.5,3900.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568622,true,2017-05-15 10:44:35.000,-1.83909333333,51.0831883333,-5.876953125,3.990234375,5.296875,,25.4,0,,,7,,13872697,110.08,130.0,,104.2,3900.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568623,true,2017-05-15 11:45:14.000,-1.84074833333,51.0752716667,3.2578125,3.890625,2.3203125,,23.2,0,,,9,,13867947,186.88,69.0,,44.6,3920.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568624,true,2017-05-15 12:47:05.000,-1.79726833333,51.065025,5.419921875,4.037109375,-4.453125,,26.6,0,,,5,0.3292444444444444,13861799,337.92,115.0,,290.3,3920.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568625,true,2017-05-15 13:48:06.000,-1.79748,51.065045,-4.5234375,4.078125,3.83203125,,27.3,0,,,5,0.6584888888888888,13861811,151.04,159.0,,261.0,3920.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3050568627,true,2017-05-15 15:52:34.000,-1.79734833333,51.06486,-4.46484375,3.796875,-0.66796875,,21.9,0,,,8,,13861700,35.84,160.0,,37.5,3900.0,2017-05-15 15:53:58.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079545,true,2017-05-15 16:55:25.000,-1.7972,51.0648916667,-5.736328125,3.984375,-4.41796875,,25.6,0,,,4,1.3169777777777776,13861719,107.52,133.0,,80.5,3890.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079546,true,2017-05-15 17:57:58.000,-1.79761833333,51.06529,-3.1640625,4.177734375,0.05859375,,29.0,0,,,4,2.633955555555555,13861958,332.8,188.0,,149.6,3880.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079547,true,2017-05-15 18:59:29.000,-1.79814666667,51.0649116667,-4.7578125,3.990234375,-2.953125,,25.8,0,,,4,2.1400888888888887,13861731,296.96,154.0,,234.3,3870.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079548,true,2017-05-15 20:01:02.000,-1.79723666667,51.064875,-3.9140625,3.943359375,3.046875,,24.3,0,,,5,0.6584888888888888,13861709,15.36,172.0,,234.3,3850.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079549,true,2017-05-15 23:03:32.000,-1.79724333333,51.0649116667,-4.69921875,4.083984375,3.046875,,27.3,0,,,7,,13861731,304.64,155.0,,104.2,3850.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079550,true,2017-05-16 02:06:50.000,-1.79731833333,51.0651433333,-4.705078125,4.177734375,-4.44140625,,29.6,0,,,5,0.4938666666666666,13861870,12.8,155.0,,70.2,3840.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079551,true,2017-05-16 05:08:03.000,-1.79736666667,51.0651916667,-3.33984375,4.03125,2.33203125,,26.2,0,,,4,0.3292444444444444,13861899,120.32,184.0,,104.2,3840.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079552,true,2017-05-16 06:08:59.000,-1.797395,51.0649433333,-4.095703125,4.03125,-3.66796875,,26.7,0,,,8,0.4938666666666666,13861750,176.64,168.0,,60.8,3840.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079553,true,2017-05-16 07:09:54.000,-1.797135,51.0645966667,-5.2734375,3.9375,0.83203125,,24.1,0,,,6,2.1400888888888887,13861542,158.72,143.0,,167.8,3830.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079554,true,2017-05-16 08:11:06.000,-1.797175,51.064875,-4.88671875,4.125,1.58203125,,28.1,0,,,6,0.8231111111111111,13861709,125.44,151.0,,91.8,3830.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079555,true,2017-05-16 09:12:10.000,-1.79729166667,51.0647316667,-4.0546875,4.03125,5.33203125,,26.4,0,,,5,0.1646222222222222,13861623,5.12,169.0,,52.3,3830.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079556,true,2017-05-16 10:13:18.000,-1.79729166667,51.064815,-5.07421875,4.125,-0.66796875,,28.9,0,,,6,0.6584888888888888,13861673,104.96,147.0,,70.2,3840.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079557,true,2017-05-16 11:14:05.000,-1.83997833333,51.0808516667,-4.833984375,4.03125,-2.9296875,,26.8,0,,,12,0.1646222222222222,13871295,327.68,152.0,,60.8,3900.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3059079558,true,2017-05-16 12:14:44.000,-1.84001833333,51.0807883333,-5.5078125,4.078125,-5.1796875,,27.6,0,,,8,0.1646222222222222,13871257,207.36,138.0,,37.5,3930.0,2017-05-16 12:16:07.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713037,true,2017-05-16 13:18:12.000,-1.837835,51.0827783333,-4.1484375,4.271484375,4.546875,,31.4,0,,,8,0.1646222222222222,13872451,186.88,167.0,,80.5,3940.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713038,true,2017-05-16 14:18:40.000,-1.797105,51.06511,-5.408203125,4.03125,-2.1796875,,26.8,0,,,7,,13861850,171.52,140.0,,52.3,3950.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713039,true,2017-05-16 15:19:29.000,-1.79714666667,51.0647983333,-5.9296875,4.078125,3.8203125,,27.3,0,,,7,0.4938666666666666,13861663,153.6,129.0,,104.2,3950.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713042,true,2017-05-16 18:28:28.000,-1.797325,51.0645833333,-1.271484375,4.037109375,3.796875,,26.3,0,,,4,0.6584888888888888,13861534,192.0,228.0,,149.6,3920.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713043,true,2017-05-16 19:29:25.000,-1.79708,51.0651633333,5.3203125,3.890625,3.08203125,,23.3,0,,,5,0.1646222222222222,13861882,66.56,113.0,,210.0,3920.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713044,true,2017-05-16 20:31:31.000,-1.79723,51.0649416667,-4.98046875,3.990234375,1.546875,,25.1,0,,,6,,13861749,189.44,149.0,,167.8,3920.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713045,true,2017-05-16 23:32:44.000,-1.79706166667,51.0652833333,5.4140625,3.796875,4.58203125,,21.4,0,,,7,1.3169777777777776,13861954,20.48,115.0,,117.9,3920.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713046,true,2017-05-17 02:34:04.000,-1.79751833333,51.0648883333,-4.9921875,3.896484375,4.546875,,23.4,0,,,5,,13861717,184.32,149.0,,261.0,3920.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713047,true,2017-05-17 06:38:10.000,-1.79727,51.06493,-4.88671875,4.037109375,0.046875,,26.0,0,,,5,,13861742,263.68,151.0,,117.9,3880.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713048,true,2017-05-17 07:39:59.000,-1.79711166667,51.064985,-5.033203125,3.943359375,-4.453125,,24.6,0,,,6,0.3292444444444444,13861775,12.8,148.0,,52.3,3880.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713049,true,2017-05-17 08:40:51.000,-1.79684666667,51.0653733333,5.853515625,3.84375,1.5703125,,22.1,0,,,6,0.4938666666666666,13862008,355.84,124.0,,91.8,3890.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713050,true,2017-05-17 09:43:27.000,-1.79689333333,51.0650666667,5.9296875,3.990234375,-2.19140625,,25.8,0,,,7,,13861824,,126.0,,44.6,3870.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3066713051,true,2017-05-17 10:49:22.000,-1.79727833333,51.0646883333,-3.345703125,3.84375,1.58203125,,22.1,0,,,5,2.304711111111111,13861597,17.92,184.0,,234.3,3850.0,2017-05-17 10:50:27.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3074051159,true,2017-05-17 11:52:44.000,-1.79712833333,51.06501,-4.283203125,3.943359375,5.296875,,24.4,0,,,5,2.304711111111111,13861790,,164.0,,322.7,3840.0,2017-05-18 08:25:59.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3074051160,true,2017-05-17 12:54:02.000,-1.79729666667,51.06492,-5.208984375,3.796875,-3.66796875,,21.7,0,,,6,0.1646222222222222,13861736,304.64,144.0,,261.0,3830.0,2017-05-18 08:25:59.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3074051161,true,2017-05-17 13:55:27.000,-1.79721333333,51.0650433333,5.7421875,3.943359375,3.046875,,24.3,0,,,5,1.3169777777777776,13861810,148.48,122.0,,234.3,3830.0,2017-05-18 08:25:59.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3074051162,true,2017-05-17 14:58:50.000,-1.79738166667,51.0649283333,-4.611328125,4.037109375,-2.94140625,,26.8,0,,,4,0.1646222222222222,13861741,120.32,157.0,,261.0,3820.0,2017-05-18 08:25:59.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3074051163,true,2017-05-17 16:00:41.000,-1.79705333333,51.0648416667,-4.423828125,3.990234375,1.546875,,25.1,0,,,5,,13861689,130.56,161.0,,117.9,3820.0,2017-05-18 08:25:59.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3074051164,true,2017-05-17 17:01:19.000,-1.79714666667,51.064745,5.70703125,3.84375,1.5703125,,22.1,0,,,6,,13861631,20.48,121.0,,80.5,3820.0,2017-05-18 08:25:59.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
3074051165,true,2017-05-17 18:02:35.000,-1.797275,51.065055,-4.18359375,3.9375,4.58203125,,24.4,0,,,6,0.1646222222222222,13861817,266.24,166.0,,60.8,3820.0,2017-05-18 08:25:59.000,,"gps","Falco peregrinus","868325023212022","Peregrine_690","2017 Peregrine"
